"time","yaw","pitch","roll"
12.677,159.81,-8.511,23.865
12.693,159.81,-8.511,23.865
12.802,169.832,-6.134,16.677
12.876,169.767,-6.134,16.677
12.893,169.767,-6.134,16.677
13.008,124.185,21.976,125.465
13.075,126.232,21.976,125.465
13.093,126.232,21.976,125.465
13.214,163.441,-3.869,23.109
13.274,162.531,-3.869,23.109
13.293,162.531,-3.869,23.109
13.422,168.074,-0.503,18.911
13.475,166.177,-0.503,18.911
13.492,166.177,-0.503,18.911
13.627,149.64,10.36,41.886
13.676,148.913,10.36,41.886
13.693,148.913,10.36,41.886
13.834,148.063,-3.315,35.4
13.883,146.299,-3.315,35.4
14.04,146.299,-3.315,35.4
14.04,144.775,-2.299,38.133
14.08,150.617,-2.299,38.133
14.239,150.617,-2.299,38.133
14.247,154.074,-8.589,30.125
14.277,149.868,-8.589,30.125
14.438,149.868,-8.589,30.125
14.454,167.447,-7.89,14.283
14.483,160.952,-7.89,14.283
14.639,160.952,-7.89,14.283
14.66,174.463,-11.196,4.941
14.68,160.083,-11.196,4.941
14.838,160.083,-11.196,4.941
14.867,160.953,-16.087,2.544
