time,yaw,pitch,roll
32.523,54.65,5.97,0.07
32.623,54.64,6.1,-0.03
32.725,54.77,6.21,-0.26
32.825,54.97,6.2,-0.5
32.925,55.13,6.08,-0.66
33.026,55.13,5.87,-0.52
33.127,55.28,5.9,-0.51
33.228,55.19,5.91,-0.11
33.329,55.08,5.93,0.14
33.43,54.99,6.08,0.49
33.53,55.1,6.01,0.59
33.631,54.77,6.18,0.38
33.732,54.81,6.22,0.17
33.832,54.77,6.04,0.12
33.933,54.83,6.14,-0.12
34.034,54.94,6.22,-0.19
34.134,55.31,6.14,-0.2
34.235,55.77,6,-0.35
34.335,56.03,5.94,-0.52
34.436,56.34,5.86,-0.97
34.537,56.18,5.68,-1.77
34.637,56.01,5.91,-2.77
34.738,56.32,6.39,-3.23
34.839,56.65,6.51,-3.91
34.94,56.68,6.11,-4.09
35.04,56.8,6.3,-3.69
35.141,57.03,6.43,-3.72
35.242,56.95,6.54,-3.82
35.342,56.83,6.45,-3.9
35.443,56.76,6.41,-3.54
35.543,56.76,6.64,-3.28
35.644,56.96,7.04,-3.28
35.745,57.08,6.97,-3.33
35.846,56.89,6.86,-3.1
35.947,56.45,7.27,-2.87
36.047,56.3,7.42,-2.43
36.148,56.37,6.99,-2.17
36.249,56,7.16,-2.33
36.349,55.78,7.37,-2.55
36.45,55.46,7.22,-2.36
36.551,54.87,7.35,-2.12
36.651,54.41,7.64,-1.92
36.752,54.21,7.66,-1.84
36.852,54.36,7.4,-1.59
36.953,54.43,7.05,-1.56
37.054,54.7,6.99,-1.62
37.155,55.11,6.81,-1.47
37.255,55.4,6.84,-1.22
37.356,55.72,7.04,-1.2
37.456,56.09,7.02,-1.17
37.557,56.35,6.97,-1.1
37.658,56.08,7.1,-1.12
37.758,55.68,7.29,-1.26
37.859,55.25,7.56,-1.22
37.96,55.02,7.53,-1.07
38.061,54.83,7.38,-1.11
38.161,54.56,7.41,-1.1
38.262,54.57,7.43,-1.06
38.363,54.43,7.26,-1.14
38.464,54.55,7.31,-1.22
38.565,54.69,7.41,-1.44
38.665,54.64,7.3,-1.59
38.766,54.85,7.17,-1.62
38.866,54.81,7.2,-1.54
38.967,55.14,7.25,-1.49
39.068,55.27,6.92,-1.23
39.169,55.35,7.06,-1.1
39.269,55.58,7.21,-1.15
39.37,55.55,7.31,-1.28
39.47,55.43,7.08,-1.33
39.571,55.1,6.9,-1.29
39.671,55,6.93,-1.29
39.772,54.89,7.04,-1.36
39.873,54.8,7.11,-1.31
39.973,54.55,7.12,-1.31
40.075,54.42,7.06,-1.16
40.175,54.12,7.28,-1.11
40.276,53.98,7.38,-0.96
40.376,53.97,7.22,-0.54
40.477,53.75,7.38,-0.24
40.578,53.76,7.67,-0.22
40.678,53.88,7.88,-0.31
40.779,54.14,7.76,-0.59
40.88,54.09,7.65,-1.01
40.981,54.12,7.46,-1.2
41.082,54.15,7.28,-1.28
41.182,54.14,7.36,-1.33
41.283,54.91,7.42,-1.3
41.384,55.68,7.16,-1.31
41.484,55.77,6.96,-1.46
41.585,55.65,6.98,-1.45
41.685,55.43,7.44,-1.49
41.786,55.53,7.35,-1.25
41.887,55.81,7.23,-1.01
41.988,56.36,7.22,-0.79
42.088,56.95,7.29,-0.91
42.189,57.19,7.12,-1.14
42.289,57.19,6.99,-1.41
42.39,56.94,7.03,-1.74
42.491,56.83,6.84,-1.77
42.591,56.76,7.08,-1.76
42.692,57.06,7.45,-1.62
42.793,57.25,7.17,-1.31
42.894,57.53,7.2,-1.1
42.994,57.91,6.98,-0.98
43.096,58.09,6.7,-0.94
43.196,58.24,6.95,-1.19
43.297,58.42,7.31,-1.27
43.398,58.58,7.35,-1.28
43.498,58.87,7.18,-1.37
43.598,58.96,7.18,-1.56
43.699,58.56,7.04,-1.55
43.8,58.02,6.99,-1.21
43.901,57.5,7.23,-1.34
44.002,57.07,7.45,-1.51
44.102,56.88,7.48,-1.55
44.203,56.76,7.6,-1.51
44.304,56.97,7.83,-1.37
44.404,56.9,8.16,-1.16
44.505,56.96,8.23,-1.13
44.605,56.57,8.23,-1.18
44.706,56.3,8.23,-1.24
44.807,56.22,8.12,-1.22
44.908,55.9,8.11,-1.47
45.008,53.3,9.81,-1.22
45.109,48.78,13.12,-1.24
45.209,43.02,15.29,-1.26
45.31,32.84,20.95,-0.63
45.411,21.59,28.56,0.87
45.512,8.03,31.44,-1.4
45.612,-3.66,30.93,-4.74
